TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות לפי קופה לתקופה נבחרת 07/1999 - 06/2018,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox113,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox103,Textbox104,Textbox105,Textbox106,Textbox112,Textbox110,Textbox107,Textbox108,Textbox109,SHM3,ID3,Textbox114,Textbox92,Textbox93,Textbox94,Textbox111,Textbox115,Textbox96,Textbox97,Textbox98,Textbox99
"שיעור דמי ניהול ממוצע לשנת
2017",95.3%,1.4,1.4,0.64%,- - -,- - -,- - -,- - -,- - -,06/18-11/16,,"פסגות גמל להשקעה אג""ח קונצרני",7815,95.3%,1.4,1.4,0.64%,- - -,דווח,- - -,06/18-11/16,,"פסגות גמל להשקעה אג""ח קונצרני",7815,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",90.7%,119.7,122.7,0.63%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,אנליסט קופת גמל להשקעה כללי ,7834,90.7%,119.7,122.7,0.63%,0.00%,דווח,- - -,06/18-11/16,,אנליסט קופת גמל להשקעה כללי ,7834,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",91.2%,37.9,39.2,0.61%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,אנליסט קופת גמל להשקעה מניות ,7836,91.2%,37.9,39.2,0.61%,0.00%,דווח,- - -,06/18-11/16,,אנליסט קופת גמל להשקעה מניות ,7836,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",89.6%,6.1,6.2,0.60%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,"אנליסט קופת גמל להשקעה אג""ח ",7837,89.6%,6.1,6.2,0.60%,0.00%,דווח,- - -,06/18-11/16,,"אנליסט קופת גמל להשקעה אג""ח ",7837,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",98.1%,1.5,1.5,0.59%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,אנליסט קופת גמל להשקעה שיקלי טווח קצר,7839,98.1%,1.5,1.5,0.59%,0.00%,דווח,- - -,06/18-11/16,,אנליסט קופת גמל להשקעה שיקלי טווח קצר,7839,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",94.2%,2.2,2.3,0.59%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,"אנליסט קופת גמל להשקעה חו""ל ",7842,94.2%,2.2,2.3,0.59%,0.00%,דווח,- - -,06/18-11/16,,"אנליסט קופת גמל להשקעה חו""ל ",7842,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,1.2,1.3,0.66%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,אנליסט קופת גמל להשקעה פאסיבי כללי,7843,100.0%,1.2,1.3,0.66%,0.00%,דווח,- - -,06/18-11/16,,אנליסט קופת גמל להשקעה פאסיבי כללי,7843,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",93.4%,25.2,26.1,0.48%,-0.02%,- - -,- - -,- - -,- - -,06/18-11/16,,מיטב דש גמל להשקעה מסלול מניות ,7860,93.4%,25.2,26.1,0.48%,-0.02%,דווח,- - -,06/18-11/16,,מיטב דש גמל להשקעה מסלול מניות ,7860,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,1.8,1.8,0.48%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,מיטב דש גמל להשקעה מסלול שיקלי טווח קצר,7861,100.0%,1.8,1.8,0.48%,0.00%,דווח,- - -,06/18-11/16,,מיטב דש גמל להשקעה מסלול שיקלי טווח קצר,7861,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",99.5%,3.2,3.2,0.52%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,"מיטב דש גמל להשקעה מסלול אג""ח ",7862,99.5%,3.2,3.2,0.52%,0.00%,דווח,- - -,06/18-11/16,,"מיטב דש גמל להשקעה מסלול אג""ח ",7862,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",99.5%,6.2,6.2,0.64%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,מיטב דש גמל להשקעה מסלול הלכה,7863,99.5%,6.2,6.2,0.64%,0.00%,דווח,- - -,06/18-11/16,,מיטב דש גמל להשקעה מסלול הלכה,7863,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,5.2,5.4,0.58%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,מיטב דש גמל להשקעה מסלול פאסיבי - מדדי מניות,7867,100.0%,5.2,5.4,0.58%,0.00%,דווח,- - -,06/18-11/16,,מיטב דש גמל להשקעה מסלול פאסיבי - מדדי מניות,7867,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,0.2,0.2,0.40%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,קל גמל להשקעה מדד מניות,7892,100.0%,0.2,0.2,0.40%,0.00%,דווח,- - -,06/18-11/16,,קל גמל להשקעה מדד מניות,7892,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,0.0,0.0,- - -,- - -,- - -,- - -,- - -,- - -,06/18-11/16,,"קל גמל להשקעה מדד אג""ח",7893,100.0%,0.0,0.0,- - -,- - -,אין נתונים לתחום המבוקש,- - -,06/18-11/16,,"קל גמל להשקעה מדד אג""ח",7893,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,0.0,- - -,- - -,- - -,- - -,- - -,- - -,06/18-11/16,,"קל גמל להשקעה מדד אג""ח ישראל",7894,- - -,0.0,0.0,- - -,- - -,אין נתונים לתחום המבוקש,- - -,06/18-11/16,,"קל גמל להשקעה מדד אג""ח ישראל",7894,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",97.5%,0.1,0.1,0.05%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,קל גמל להשקעה מדד ללא מניות,7895,97.5%,0.1,0.1,0.05%,0.00%,דווח,- - -,06/18-11/16,,קל גמל להשקעה מדד ללא מניות,7895,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,0.0,- - -,- - -,- - -,- - -,- - -,- - -,06/18-11/16,,"קל גמל להשקעה מדד חו""ל",7896,- - -,0.0,0.0,- - -,- - -,אין נתונים לתחום המבוקש,- - -,06/18-11/16,,"קל גמל להשקעה מדד חו""ל",7896,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,0.0,- - -,- - -,- - -,- - -,- - -,- - -,06/18-11/16,,"קל גמל להשקעה אג""ח ללא מניות",7897,- - -,0.0,0.0,- - -,- - -,אין נתונים לתחום המבוקש,- - -,06/18-11/16,,"קל גמל להשקעה אג""ח ללא מניות",7897,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,0.0,- - -,- - -,- - -,- - -,- - -,- - -,06/18-11/16,,קל גמל להשקעה מניות מניות ,7898,- - -,0.0,0.0,- - -,- - -,אין נתונים לתחום המבוקש,- - -,06/18-11/16,,קל גמל להשקעה מניות מניות ,7898,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,0.0,- - -,- - -,- - -,- - -,- - -,- - -,06/18-11/16,,"קל גמל להשקעה אג""ח משולב במניות - פאסיבי",7899,- - -,0.0,0.0,- - -,- - -,אין נתונים לתחום המבוקש,- - -,06/18-11/16,,"קל גמל להשקעה אג""ח משולב במניות - פאסיבי",7899,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,0.0,- - -,- - -,- - -,- - -,- - -,- - -,06/18-11/16,,קל גמל להשקעה כללי כללי,7900,- - -,0.0,0.0,- - -,- - -,אין נתונים לתחום המבוקש,- - -,06/18-11/16,,קל גמל להשקעה כללי כללי,7900,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,0.0,- - -,- - -,- - -,- - -,- - -,- - -,06/18-11/16,,קל גמל להשקעה שיקלי כספית,7901,- - -,0.0,0.0,- - -,- - -,אין נתונים לתחום המבוקש,- - -,06/18-11/16,,קל גמל להשקעה שיקלי כספית,7901,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,0.0,- - -,- - -,- - -,- - -,- - -,- - -,06/18-11/16,,"קל גמל להשקעה אג""ח משולב מניות",7902,- - -,0.0,0.0,- - -,- - -,אין נתונים לתחום המבוקש,- - -,06/18-11/16,,"קל גמל להשקעה אג""ח משולב מניות",7902,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",88.0%,8.3,8.3,0.58%,0.12%,- - -,- - -,- - -,- - -,06/18-11/16,,"אקסלנס גמל להשקעה אג""ח ללא מניות",7905,88.0%,8.3,8.3,0.58%,0.12%,דווח,- - -,06/18-11/16,,"אקסלנס גמל להשקעה אג""ח ללא מניות",7905,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",88.0%,44.5,45.3,0.59%,0.08%,- - -,- - -,- - -,- - -,06/18-11/16,,"אקסלנס גמל להשקעה אג""ח עד 15% מניות",7906,88.0%,44.5,45.3,0.59%,0.08%,דווח,- - -,06/18-11/16,,"אקסלנס גמל להשקעה אג""ח עד 15% מניות",7906,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",94.2%,41.9,43.5,0.43%,0.16%,- - -,- - -,- - -,- - -,06/18-11/16,,אקסלנס גמל להשקעה מניות פאסיבי,7907,94.2%,41.9,43.5,0.43%,0.16%,דווח,- - -,06/18-11/16,,אקסלנס גמל להשקעה מניות פאסיבי,7907,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",87.8%,152.1,154.9,0.51%,0.11%,- - -,- - -,- - -,- - -,06/18-11/16,,אקסלנס גמל להשקעה כללי ,7908,87.8%,152.1,154.9,0.51%,0.11%,דווח,- - -,06/18-11/16,,אקסלנס גמל להשקעה כללי ,7908,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",92.3%,32.5,33.8,0.52%,0.01%,- - -,- - -,- - -,- - -,06/18-11/16,,אקסלנס גמל להשקעה כללי פאסיבי,7909,92.3%,32.5,33.8,0.52%,0.01%,דווח,- - -,06/18-11/16,,אקסלנס גמל להשקעה כללי פאסיבי,7909,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,0.7,0.7,0.62%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,מגדל גמל להשקעה שיקלי טווח קצר,7931,100.0%,0.7,0.7,0.62%,0.00%,דווח,- - -,06/18-11/16,,מגדל גמל להשקעה שיקלי טווח קצר,7931,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,3.9,4.0,0.77%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,"מגדל גמל להשקעה אג""ח ממשלתי ישראלי",7932,100.0%,3.9,4.0,0.77%,0.00%,דווח,- - -,06/18-11/16,,"מגדל גמל להשקעה אג""ח ממשלתי ישראלי",7932,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",98.6%,2.4,2.5,0.66%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,"מגדל גמל להשקעה חו""ל ",7933,98.6%,2.4,2.5,0.66%,0.00%,דווח,- - -,06/18-11/16,,"מגדל גמל להשקעה חו""ל ",7933,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",95.4%,24.3,25.1,0.62%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,מגדל גמל להשקעה מניות ,7934,95.4%,24.3,25.1,0.62%,0.00%,דווח,- - -,06/18-11/16,,מגדל גמל להשקעה מניות ,7934,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",93.7%,25.8,26.2,0.66%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,"מגדל גמל להשקעה אג""ח עד 10% מניות",7935,93.7%,25.8,26.2,0.66%,0.00%,דווח,- - -,06/18-11/16,,"מגדל גמל להשקעה אג""ח עד 10% מניות",7935,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",93.1%,89.6,91.1,0.66%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,מגדל גמל להשקעה כללי,7936,93.1%,89.6,91.1,0.66%,0.00%,דווח,- - -,06/18-11/16,,מגדל גמל להשקעה כללי,7936,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",99.7%,9.1,9.3,0.74%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,מגדל גמל להשקעה הלכתי,7937,99.7%,9.1,9.3,0.74%,0.00%,דווח,- - -,06/18-11/16,,מגדל גמל להשקעה הלכתי,7937,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,3.8,3.9,0.35%,- - -,- - -,- - -,- - -,- - -,06/18-11/16,,"אינטרגמל קופת גמל להשקעה מסלול מחקה מדד ת""א 35",7957,100.0%,3.8,3.9,0.35%,- - -,דווח,- - -,06/18-11/16,,"אינטרגמל קופת גמל להשקעה מסלול מחקה מדד ת""א 35",7957,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,8.8,9.6,0.35%,- - -,- - -,- - -,- - -,- - -,06/18-11/16,,אינטרגמל קופת גמל להשקעה מסלול מחקה מדד S&amp;P500,7958,100.0%,8.8,9.6,0.35%,- - -,דווח,- - -,06/18-11/16,,אינטרגמל קופת גמל להשקעה מסלול מחקה מדד S&amp;P500,7958,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,1.2,1.2,0.35%,- - -,- - -,- - -,- - -,- - -,06/18-11/16,,אינטרגמל קופת גמל להשקעה מסלול מחקה מדד תל בונד 20,7960,100.0%,1.2,1.2,0.35%,- - -,דווח,- - -,06/18-11/16,,אינטרגמל קופת גמל להשקעה מסלול מחקה מדד תל בונד 20,7960,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",99.9%,1.4,1.4,0.35%,- - -,- - -,- - -,- - -,- - -,06/18-11/16,,"אינטרגמל קופת גמל להשקעה מסלול מחקה מדד אג""ח ממשלתי, צמודות מדד ממשלתי לטווח 5-10 שנים",7961,99.9%,1.4,1.4,0.35%,- - -,דווח,- - -,06/18-11/16,,"אינטרגמל קופת גמל להשקעה מסלול מחקה מדד אג""ח ממשלתי, צמודות מדד ממשלתי לטווח 5-10 שנים",7961,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",99.9%,1.4,1.4,0.35%,- - -,- - -,- - -,- - -,- - -,06/18-11/16,,"אינטרגמל קופת גמל להשקעה מסלול מחקה מדד אג""ח ממשלתי, לא צמודות בריבית קבועה",7962,99.9%,1.4,1.4,0.35%,- - -,דווח,- - -,06/18-11/16,,"אינטרגמל קופת גמל להשקעה מסלול מחקה מדד אג""ח ממשלתי, לא צמודות בריבית קבועה",7962,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,0.5,0.5,0.35%,- - -,- - -,- - -,- - -,- - -,06/18-12/16,,אינטרגמל קופת גמל להשקעה מסלול כספי,7963,100.0%,0.5,0.5,0.35%,- - -,דווח,- - -,06/18-12/16,,אינטרגמל קופת גמל להשקעה מסלול כספי,7963,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",90.4%,27.1,27.8,0.56%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,אי.בי.אי. גמל להשקעה כללי ,7973,90.4%,27.1,27.8,0.56%,0.00%,דווח,- - -,06/18-11/16,,אי.בי.אי. גמל להשקעה כללי ,7973,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",92.1%,30.3,31.1,0.55%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,אי.בי.אי. גמל להשקעה פאסיבי - כללי,7974,92.1%,30.3,31.1,0.55%,0.00%,דווח,- - -,06/18-11/16,,אי.בי.אי. גמל להשקעה פאסיבי - כללי,7974,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",91.1%,12.3,12.8,0.58%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,אי.בי.אי. גמל להשקעה מניות ,7975,91.1%,12.3,12.8,0.58%,0.00%,דווח,- - -,06/18-11/16,,אי.בי.אי. גמל להשקעה מניות ,7975,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",95.0%,23.3,24.6,0.56%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,אי.בי.אי. גמל להשקעה פאסיבי - מדדי מניות,7976,95.0%,23.3,24.6,0.56%,0.00%,דווח,- - -,06/18-11/16,,אי.בי.אי. גמל להשקעה פאסיבי - מדדי מניות,7976,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",90.3%,14.4,16.9,0.54%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,"אי.בי.אי. גמל להשקעה פאסיבי - מדדי אג""ח עד 10% במדדי מניות",7977,90.3%,14.4,16.9,0.54%,0.00%,דווח,- - -,06/18-11/16,,"אי.בי.אי. גמל להשקעה פאסיבי - מדדי אג""ח עד 10% במדדי מניות",7977,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",90.4%,130.7,133.5,0.52%,0.01%,- - -,- - -,- - -,- - -,06/18-11/16,,מיטב דש גמל להשקעה מסלול כללי ,7978,90.4%,130.7,133.5,0.52%,0.01%,דווח,- - -,06/18-11/16,,מיטב דש גמל להשקעה מסלול כללי ,7978,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,2.3,2.4,0.45%,0.05%,- - -,- - -,- - -,- - -,06/18-11/16,,מיטב דש גמל להשקעה מסלול פאסיבי - כללי,7979,100.0%,2.3,2.4,0.45%,0.05%,דווח,- - -,06/18-11/16,,מיטב דש גמל להשקעה מסלול פאסיבי - כללי,7979,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",94.6%,21.3,21.6,0.56%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,"מיטב דש גמל להשקעה מסלו אג""ח עד 20% במניות",7980,94.6%,21.3,21.6,0.56%,0.00%,דווח,- - -,06/18-11/16,,"מיטב דש גמל להשקעה מסלו אג""ח עד 20% במניות",7980,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",98.9%,10.0,10.1,0.57%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,"מיטב דש גמל להשקעה אג""ח עד 10% מניות",7981,98.9%,10.0,10.1,0.57%,0.00%,דווח,- - -,06/18-11/16,,"מיטב דש גמל להשקעה אג""ח עד 10% מניות",7981,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",90.9%,25.3,25.9,0.64%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,"אנליסט קופת גמל להשקעה אג""ח עד 20% במניות",7986,90.9%,25.3,25.9,0.64%,0.00%,דווח,- - -,06/18-11/16,,"אנליסט קופת גמל להשקעה אג""ח עד 20% במניות",7986,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",91.1%,96.6,98.2,0.57%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,כלל גמל לעתיד כללי,7988,91.1%,96.6,98.2,0.57%,0.00%,דווח,- - -,06/18-11/16,,כלל גמל לעתיד כללי,7988,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
