TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות לפי קופה לתקופה נבחרת 07/1999 - 06/2018,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox113,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox103,Textbox104,Textbox105,Textbox106,Textbox112,Textbox110,Textbox107,Textbox108,Textbox109,SHM3,ID3,Textbox114,Textbox92,Textbox93,Textbox94,Textbox111,Textbox115,Textbox96,Textbox97,Textbox98,Textbox99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,"-1,395.5",- - -,- - -,- - -,- - -,- - -,- - -,- - -,06/14-07/99,לא פעיל, *** מיטב מירון,111,- - -,"-1,395.5",- - -,- - -,- - -,דווח,- - -,06/14-07/99,לא פעיל, *** מיטב מירון,111,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-79.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,04/09-07/99,לא פעיל,הראל רימון,112,- - -,-79.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,04/09-07/99,לא פעיל,הראל רימון,112,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,"-1,790.6",- - -,- - -,- - -,- - -,- - -,- - -,- - -,08/12-07/99,לא פעיל, *** פסגות קרן אור,113,- - -,"-1,790.6",- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,08/12-07/99,לא פעיל, *** פסגות קרן אור,113,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-25.4,- - -,- - -,- - -,- - -,- - -,- - -,- - -,11/11-07/99,לא פעיל,אי.בי.אי שחר,114,- - -,-25.4,- - -,- - -,- - -,דווח,- - -,11/11-07/99,לא פעיל,אי.בי.אי שחר,114,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-499.1,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/15-07/99,לא פעיל, *** ** הגומל מסלול כללי,115,- - -,-499.1,- - -,- - -,- - -,דווח,- - -,12/15-07/99,לא פעיל, *** ** הגומל מסלול כללי,115,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-1.7,- - -,- - -,- - -,- - -,- - -,- - -,- - -,02/05-07/99,לא פעיל,** סוכני הבטוח,116,- - -,-1.7,- - -,- - -,- - -,דווח,- - -,02/05-07/99,לא פעיל,** סוכני הבטוח,116,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",86.8%,525.8,968.6,0.58%,0.04%,0.81,2.60%,2.08%,213.39%,06/18-07/99,," *** כלל תמר אג""ח ",117,86.8%,525.8,968.6,0.58%,0.04%,דווח,213.39%,06/18-07/99,," *** כלל תמר אג""ח ",117,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",85.3%,-149.5,973.0,0.73%,0.32%,1.30,4.79%,3.12%,214.76%,06/18-07/99,,מנורה מבטחים יותר מסלול ד,119,85.3%,-149.5,973.0,0.73%,0.32%,דווח,214.76%,06/18-07/99,,מנורה מבטחים יותר מסלול ד,119,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",97.4%,-30.1,76.5,0.45%,- - -,- - -,- - -,- - -,- - -,06/18-07/99,,מיטב דש ביטחון מבטיח תשואה 4.5%,120,97.4%,-30.1,76.5,0.45%,- - -,מבטיחת תשואה,- - -,06/18-07/99,,מיטב דש ביטחון מבטיח תשואה 4.5%,120,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-29.6,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/10-07/99,לא פעיל,ישיר תוחלת,121,- - -,-29.6,- - -,- - -,- - -,דווח,- - -,12/10-07/99,לא פעיל,ישיר תוחלת,121,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-108.2,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/09-07/99,לא פעיל,מנורה גמל פלס,122,- - -,-108.2,- - -,- - -,- - -,דווח,- - -,12/09-07/99,לא פעיל,מנורה גמל פלס,122,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,2.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/11-07/99,לא פעיל, *** אקסלנס גמולה,123,- - -,2.0,- - -,- - -,- - -,דווח,- - -,12/11-07/99,לא פעיל, *** אקסלנס גמולה,123,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",87.5%,-60.7,"1,047.5",0.54%,0.08%,0.61,2.18%,1.67%,213.96%,06/18-07/99,, *** כלל תמר מדד,124,87.5%,-60.7,"1,047.5",0.54%,0.08%,דווח,213.96%,06/18-07/99,, *** כלל תמר מדד,124,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,427.3,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/11-07/99,לא פעיל, *** אשכולות כללי,125,- - -,427.3,- - -,- - -,- - -,דווח,- - -,12/11-07/99,לא פעיל, *** אשכולות כללי,125,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,18.8,- - -,- - -,- - -,- - -,- - -,- - -,- - -,02/16-07/99,לא פעיל," *** כלל תמר מט""ח",126,- - -,18.8,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,02/16-07/99,לא פעיל," *** כלל תמר מט""ח",126,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",91.4%,8.9,238.4,0.61%,0.05%,0.84,8.20%,4.88%,314.31%,06/18-07/99,, *** כלל תמר מניות,127,91.4%,8.9,238.4,0.61%,0.05%,דווח,314.31%,06/18-07/99,, *** כלל תמר מניות,127,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",99.7%,76.6,185.0,0.54%,0.03%,-0.53,0.40%,0.14%,75.29%,06/18-07/99,, *** כלל תמר שקלי טווח קצר,128,99.7%,76.6,185.0,0.54%,0.03%,דווח,75.29%,06/18-07/99,, *** כלל תמר שקלי טווח קצר,128,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-3.6,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/11-07/99,לא פעיל, *** ** יבול,129,- - -,-3.6,- - -,- - -,- - -,דווח,- - -,12/11-07/99,לא פעיל, *** ** יבול,129,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",88.6%,-45.2,89.8,0.68%,- - -,0.99,4.46%,2.93%,196.44%,06/18-07/99,,** שובל,130,88.6%,-45.2,89.8,0.68%,- - -,דווח,196.44%,06/18-07/99,,** שובל,130,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-127.7,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/10-07/99,לא פעיל,** ישיר מניפה,133,- - -,-127.7,- - -,- - -,- - -,דווח,- - -,12/10-07/99,לא פעיל,** ישיר מניפה,133,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,21.7,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/11-07/99,לא פעיל, *** דש קפיטל גמל זהב,135,- - -,21.7,- - -,- - -,- - -,דווח,- - -,12/11-07/99,לא פעיל, *** דש קפיטל גמל זהב,135,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,62.3,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/11-07/99,לא פעיל, *** דש קפיטל גמל,136,- - -,62.3,- - -,- - -,- - -,דווח,- - -,12/11-07/99,לא פעיל, *** דש קפיטל גמל,136,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-19.8,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/11-07/99,לא פעיל, *** ** כלל דגש,139,- - -,-19.8,- - -,- - -,- - -,דווח,- - -,12/11-07/99,לא פעיל, *** ** כלל דגש,139,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,4.1,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/08-07/99,לא פעיל,הלמן-אלדובי ברק,142,- - -,4.1,- - -,- - -,- - -,דווח,- - -,12/08-07/99,לא פעיל,הלמן-אלדובי ברק,142,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-73.2,- - -,- - -,- - -,- - -,- - -,- - -,- - -,09/13-07/99,לא פעיל, *** תגמולים,143,- - -,-73.2,- - -,- - -,- - -,דווח,- - -,09/13-07/99,לא פעיל, *** תגמולים,143,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,52.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/11-07/99,לא פעיל, *** חריש,146,- - -,52.0,- - -,- - -,- - -,דווח,- - -,12/11-07/99,לא פעיל, *** חריש,146,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-20.3,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/11-07/99,לא פעיל, *** ערד,147,- - -,-20.3,- - -,- - -,- - -,דווח,- - -,12/11-07/99,לא פעיל, *** ערד,147,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,623.2,- - -,- - -,- - -,- - -,- - -,- - -,- - -,11/09-07/99,לא פעיל,פסגות חרמון,148,- - -,623.2,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,11/09-07/99,לא פעיל,פסגות חרמון,148,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,943.8,- - -,- - -,- - -,- - -,- - -,- - -,- - -,01/16-07/99,לא פעיל, *** הראל גמל לגילאי 50 עד 60,153,- - -,943.8,- - -,- - -,- - -,דווח,- - -,01/16-07/99,לא פעיל, *** הראל גמל לגילאי 50 עד 60,153,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-14.2,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/15-07/99,לא פעיל, *** ** קופת גמל הנדסאים מסלול כללי,157,- - -,-14.2,- - -,- - -,- - -,דווח,- - -,12/15-07/99,לא פעיל, *** ** קופת גמל הנדסאים מסלול כללי,157,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,201.3,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/15-07/99,לא פעיל, *** ** קופת גמל מחר מסלול כללי,158,- - -,201.3,- - -,- - -,- - -,דווח,- - -,12/15-07/99,לא פעיל, *** ** קופת גמל מחר מסלול כללי,158,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,40.5,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/15-07/99,לא פעיל," *** ** קופת גמל עו""ס מסלול כללי",159,- - -,40.5,- - -,- - -,- - -,דווח,- - -,12/15-07/99,לא פעיל," *** ** קופת גמל עו""ס מסלול כללי",159,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-39.5,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/15-07/99,לא פעיל, *** ** שדות מסלול כללי,160,- - -,-39.5,- - -,- - -,- - -,דווח,- - -,12/15-07/99,לא פעיל, *** ** שדות מסלול כללי,160,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,8.4,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/15-07/99,לא פעיל," *** ** קופת גמל עמ""י מסלול כללי",161,- - -,8.4,- - -,- - -,- - -,דווח,- - -,12/15-07/99,לא פעיל," *** ** קופת גמל עמ""י מסלול כללי",161,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-1.6,- - -,- - -,- - -,- - -,- - -,- - -,- - -,11/04-07/99,לא פעיל,מניב שיאים,174,- - -,-1.6,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,11/04-07/99,לא פעיל,מניב שיאים,174,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-1.3,- - -,- - -,- - -,- - -,- - -,- - -,- - -,11/04-07/99,לא פעיל,מניב גמל,175,- - -,-1.3,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,11/04-07/99,לא פעיל,מניב גמל,175,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,02/01-01/01,לא פעיל,"טפחות גמל נדל""ן",184,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,02/01-01/01,לא פעיל,"טפחות גמל נדל""ן",184,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,32.1,- - -,- - -,- - -,- - -,- - -,- - -,- - -,11/09-07/99,לא פעיל,"פסגות דינמית - אג""ח צמוד מדד לטווח ארוך",202,- - -,32.1,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,11/09-07/99,לא פעיל,"פסגות דינמית - אג""ח צמוד מדד לטווח ארוך",202,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,270.1,- - -,- - -,- - -,- - -,- - -,- - -,- - -,11/09-07/99,לא פעיל,"פסגות דינמית - אג""ח צמוד מדד בינוני",204,- - -,270.1,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,11/09-07/99,לא פעיל,"פסגות דינמית - אג""ח צמוד מדד בינוני",204,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",91.5%,9.6,90.6,0.65%,0.29%,0.75,4.84%,3.04%,97.66%,06/18-07/99,,"פסגות גדיש חו""ל",205,91.5%,9.6,90.6,0.65%,0.29%,דווח,97.66%,06/18-07/99,,"פסגות גדיש חו""ל",205,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-834.4,- - -,- - -,- - -,- - -,- - -,- - -,- - -,01/16-07/99,לא פעיל, *** ** אל על כללי,206,- - -,-834.4,- - -,- - -,- - -,דווח,- - -,01/16-07/99,לא פעיל, *** ** אל על כללי,206,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,29.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,11/09-07/99,לא פעיל,פסגות דינמית - מניות,207,- - -,29.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,11/09-07/99,לא פעיל,פסגות דינמית - מניות,207,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,23.6,- - -,- - -,- - -,- - -,- - -,- - -,- - -,01/16-07/99,לא פעיל," *** פסגות גדיש אג""ח קונצרני",208,- - -,23.6,- - -,- - -,- - -,דווח,- - -,01/16-07/99,לא פעיל," *** פסגות גדיש אג""ח קונצרני",208,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",80.1%,225.3,"2,055.0",0.64%,0.23%,1.30,3.73%,2.46%,192.65%,06/18-07/99,," *** אקסלנס גמל אג""ח עד 15% מניות",211,80.1%,225.3,"2,055.0",0.64%,0.23%,דווח,192.65%,06/18-07/99,," *** אקסלנס גמל אג""ח עד 15% מניות",211,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/99-12/99,לא פעיל,אמפא,213,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,12/99-12/99,לא פעיל,אמפא,213,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,88.8,- - -,- - -,- - -,- - -,- - -,- - -,- - -,08/12-07/99,לא פעיל, *** פסגות שיא גמל כספית,216,- - -,88.8,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,08/12-07/99,לא פעיל, *** פסגות שיא גמל כספית,216,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-462.7,- - -,0.50%,- - -,- - -,- - -,- - -,- - -,02/18-07/99,לא פעיל," *** ** אוניברסיטת ת""א - מסלול כללי",218,- - -,-462.7,- - -,0.50%,- - -,אין נתונים לתחום המבוקש,- - -,02/18-07/99,לא פעיל," *** ** אוניברסיטת ת""א - מסלול כללי",218,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-10.6,- - -,- - -,- - -,- - -,- - -,- - -,- - -,07/08-07/99,לא פעיל,** בתי קולנוע,220,- - -,-10.6,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,07/08-07/99,לא פעיל,** בתי קולנוע,220,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-942.6,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/15-07/99,לא פעיל, *** ** גמל דיסקונט כללי,221,- - -,-942.6,- - -,- - -,- - -,דווח,- - -,12/15-07/99,לא פעיל, *** ** גמל דיסקונט כללי,221,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",85.2%,-179.2,875.0,0.58%,0.56%,1.17,2.83%,2.04%,194.17%,06/18-07/99,," *** מיטב דש גמל אג""ח ללא מניות",223,85.2%,-179.2,875.0,0.58%,0.56%,דווח,194.17%,06/18-07/99,," *** מיטב דש גמל אג""ח ללא מניות",223,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,3.6,- - -,- - -,- - -,- - -,- - -,- - -,- - -,01/13-07/99,לא פעיל, *** ** קופת התגמולים של עובדי בנק לאומי למשכנתאות,225,- - -,3.6,- - -,- - -,- - -,דווח,- - -,01/13-07/99,לא פעיל, *** ** קופת התגמולים של עובדי בנק לאומי למשכנתאות,225,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
